case_id,airfoil_id,airfoil_name,split,angle_of_attack_deg,relative_path,num_nodes,num_edges
101,7,NACA0017,train,7.0,NACA0017/dataset_pyg/NACA0017_aoa_7.0.pt,8043,18317
102,7,NACA0017,train,8.0,NACA0017/dataset_pyg/NACA0017_aoa_8.0.pt,8043,18317
103,7,NACA0017,train,9.0,NACA0017/dataset_pyg/NACA0017_aoa_9.0.pt,8043,18317
104,8,NACA0018,train,1.0,NACA0018/dataset_pyg/NACA0018_aoa_1.0.pt,8069,18395
105,8,NACA0018,train,10.0,NACA0018/dataset_pyg/NACA0018_aoa_10.0.pt,8069,18395
106,8,NACA0018,train,11.0,NACA0018/dataset_pyg/NACA0018_aoa_11.0.pt,8069,18395
107,8,NACA0018,train,12.0,NACA0018/dataset_pyg/NACA0018_aoa_12.0.pt,8069,18395
108,8,NACA0018,train,13.0,NACA0018/dataset_pyg/NACA0018_aoa_13.0.pt,8069,18395
109,8,NACA0018,train,2.0,NACA0018/dataset_pyg/NACA0018_aoa_2.0.pt,8069,18395
110,8,NACA0018,train,3.0,NACA0018/dataset_pyg/NACA0018_aoa_3.0.pt,8069,18395
111,8,NACA0018,train,4.0,NACA0018/dataset_pyg/NACA0018_aoa_4.0.pt,8069,18395
112,8,NACA0018,train,5.0,NACA0018/dataset_pyg/NACA0018_aoa_5.0.pt,8069,18395
113,8,NACA0018,train,6.0,NACA0018/dataset_pyg/NACA0018_aoa_6.0.pt,8069,18395
114,8,NACA0018,train,7.0,NACA0018/dataset_pyg/NACA0018_aoa_7.0.pt,8069,18395
115,8,NACA0018,train,8.0,NACA0018/dataset_pyg/NACA0018_aoa_8.0.pt,8069,18395
116,8,NACA0018,train,9.0,NACA0018/dataset_pyg/NACA0018_aoa_9.0.pt,8069,18395
117,9,NACA0019,validation,1.0,NACA0019/dataset_pyg/NACA0019_aoa_1.0.pt,8041,18311
118,9,NACA0019,validation,10.0,NACA0019/dataset_pyg/NACA0019_aoa_10.0.pt,8041,18311
119,9,NACA0019,validation,11.0,NACA0019/dataset_pyg/NACA0019_aoa_11.0.pt,8041,18311
120,9,NACA0019,validation,12.0,NACA0019/dataset_pyg/NACA0019_aoa_12.0.pt,8041,18311
121,9,NACA0019,validation,13.0,NACA0019/dataset_pyg/NACA0019_aoa_13.0.pt,8041,18311
122,9,NACA0019,validation,2.0,NACA0019/dataset_pyg/NACA0019_aoa_2.0.pt,8041,18311
123,9,NACA0019,validation,3.0,NACA0019/dataset_pyg/NACA0019_aoa_3.0.pt,8041,18311
124,9,NACA0019,validation,4.0,NACA0019/dataset_pyg/NACA0019_aoa_4.0.pt,8041,18311
125,9,NACA0019,validation,5.0,NACA0019/dataset_pyg/NACA0019_aoa_5.0.pt,8041,18311
126,9,NACA0019,validation,6.0,NACA0019/dataset_pyg/NACA0019_aoa_6.0.pt,8041,18311
127,9,NACA0019,validation,7.0,NACA0019/dataset_pyg/NACA0019_aoa_7.0.pt,8041,18311
128,9,NACA0019,validation,8.0,NACA0019/dataset_pyg/NACA0019_aoa_8.0.pt,8041,18311
129,9,NACA0019,validation,9.0,NACA0019/dataset_pyg/NACA0019_aoa_9.0.pt,8041,18311
130,10,NACA0020,train,1.0,NACA0020/dataset_pyg/NACA0020_aoa_1.0.pt,8037,18299
131,10,NACA0020,train,10.0,NACA0020/dataset_pyg/NACA0020_aoa_10.0.pt,8037,18299
132,10,NACA0020,train,11.0,NACA0020/dataset_pyg/NACA0020_aoa_11.0.pt,8037,18299
133,10,NACA0020,train,12.0,NACA0020/dataset_pyg/NACA0020_aoa_12.0.pt,8037,18299
134,10,NACA0020,train,13.0,NACA0020/dataset_pyg/NACA0020_aoa_13.0.pt,8037,18299
135,10,NACA0020,train,2.0,NACA0020/dataset_pyg/NACA0020_aoa_2.0.pt,8037,18299
136,10,NACA0020,train,3.0,NACA0020/dataset_pyg/NACA0020_aoa_3.0.pt,8037,18299
137,10,NACA0020,train,4.0,NACA0020/dataset_pyg/NACA0020_aoa_4.0.pt,8037,18299
138,10,NACA0020,train,5.0,NACA0020/dataset_pyg/NACA0020_aoa_5.0.pt,8037,18299
139,10,NACA0020,train,6.0,NACA0020/dataset_pyg/NACA0020_aoa_6.0.pt,8037,18299
140,10,NACA0020,train,7.0,NACA0020/dataset_pyg/NACA0020_aoa_7.0.pt,8037,18299
141,10,NACA0020,train,8.0,NACA0020/dataset_pyg/NACA0020_aoa_8.0.pt,8037,18299
142,10,NACA0020,train,9.0,NACA0020/dataset_pyg/NACA0020_aoa_9.0.pt,8037,18299
143,11,NACA1310,train,1.0,NACA1310/dataset_pyg/NACA1310_aoa_1.0.pt,8097,18440
144,11,NACA1310,train,10.0,NACA1310/dataset_pyg/NACA1310_aoa_10.0.pt,8097,18440
145,11,NACA1310,train,11.0,NACA1310/dataset_pyg/NACA1310_aoa_11.0.pt,8097,18440
146,11,NACA1310,train,12.0,NACA1310/dataset_pyg/NACA1310_aoa_12.0.pt,8097,18440
147,11,NACA1310,train,13.0,NACA1310/dataset_pyg/NACA1310_aoa_13.0.pt,8097,18440
148,11,NACA1310,train,2.0,NACA1310/dataset_pyg/NACA1310_aoa_2.0.pt,8097,18440
149,11,NACA1310,train,3.0,NACA1310/dataset_pyg/NACA1310_aoa_3.0.pt,8097,18440
150,11,NACA1310,train,4.0,NACA1310/dataset_pyg/NACA1310_aoa_4.0.pt,8097,18440
151,11,NACA1310,train,5.0,NACA1310/dataset_pyg/NACA1310_aoa_5.0.pt,8097,18440
152,11,NACA1310,train,6.0,NACA1310/dataset_pyg/NACA1310_aoa_6.0.pt,8097,18440
153,11,NACA1310,train,7.0,NACA1310/dataset_pyg/NACA1310_aoa_7.0.pt,8097,18440
154,11,NACA1310,train,8.0,NACA1310/dataset_pyg/NACA1310_aoa_8.0.pt,8097,18440
155,11,NACA1310,train,9.0,NACA1310/dataset_pyg/NACA1310_aoa_9.0.pt,8097,18440
156,12,NACA1311,train,1.0,NACA1311/dataset_pyg/NACA1311_aoa_1.0.pt,8039,18305
157,12,NACA1311,train,10.0,NACA1311/dataset_pyg/NACA1311_aoa_10.0.pt,8039,18305
158,12,NACA1311,train,11.0,NACA1311/dataset_pyg/NACA1311_aoa_11.0.pt,8039,18305
159,12,NACA1311,train,12.0,NACA1311/dataset_pyg/NACA1311_aoa_12.0.pt,8039,18305
160,12,NACA1311,train,13.0,NACA1311/dataset_pyg/NACA1311_aoa_13.0.pt,8039,18305
161,12,NACA1311,train,2.0,NACA1311/dataset_pyg/NACA1311_aoa_2.0.pt,8039,18305
162,12,NACA1311,train,3.0,NACA1311/dataset_pyg/NACA1311_aoa_3.0.pt,8039,18305
163,12,NACA1311,train,4.0,NACA1311/dataset_pyg/NACA1311_aoa_4.0.pt,8039,18305
164,12,NACA1311,train,5.0,NACA1311/dataset_pyg/NACA1311_aoa_5.0.pt,8039,18305
165,12,NACA1311,train,6.0,NACA1311/dataset_pyg/NACA1311_aoa_6.0.pt,8039,18305
166,12,NACA1311,train,7.0,NACA1311/dataset_pyg/NACA1311_aoa_7.0.pt,8039,18305
167,12,NACA1311,train,8.0,NACA1311/dataset_pyg/NACA1311_aoa_8.0.pt,8039,18305
168,12,NACA1311,train,9.0,NACA1311/dataset_pyg/NACA1311_aoa_9.0.pt,8039,18305
169,13,NACA1312,train,1.0,NACA1312/dataset_pyg/NACA1312_aoa_1.0.pt,8056,18356
170,13,NACA1312,train,10.0,NACA1312/dataset_pyg/NACA1312_aoa_10.0.pt,8056,18356
171,13,NACA1312,train,11.0,NACA1312/dataset_pyg/NACA1312_aoa_11.0.pt,8056,18356
172,13,NACA1312,train,12.0,NACA1312/dataset_pyg/NACA1312_aoa_12.0.pt,8056,18356
173,13,NACA1312,train,13.0,NACA1312/dataset_pyg/NACA1312_aoa_13.0.pt,8056,18356
174,13,NACA1312,train,2.0,NACA1312/dataset_pyg/NACA1312_aoa_2.0.pt,8056,18356
175,13,NACA1312,train,3.0,NACA1312/dataset_pyg/NACA1312_aoa_3.0.pt,8056,18356
176,13,NACA1312,train,4.0,NACA1312/dataset_pyg/NACA1312_aoa_4.0.pt,8056,18356
177,13,NACA1312,train,5.0,NACA1312/dataset_pyg/NACA1312_aoa_5.0.pt,8056,18356
178,13,NACA1312,train,6.0,NACA1312/dataset_pyg/NACA1312_aoa_6.0.pt,8056,18356
179,13,NACA1312,train,7.0,NACA1312/dataset_pyg/NACA1312_aoa_7.0.pt,8056,18356
180,13,NACA1312,train,8.0,NACA1312/dataset_pyg/NACA1312_aoa_8.0.pt,8056,18356
181,13,NACA1312,train,9.0,NACA1312/dataset_pyg/NACA1312_aoa_9.0.pt,8056,18356
182,14,NACA1313,train,1.0,NACA1313/dataset_pyg/NACA1313_aoa_1.0.pt,8048,18332
183,14,NACA1313,train,10.0,NACA1313/dataset_pyg/NACA1313_aoa_10.0.pt,8048,18332
184,14,NACA1313,train,11.0,NACA1313/dataset_pyg/NACA1313_aoa_11.0.pt,8048,18332
185,14,NACA1313,train,12.0,NACA1313/dataset_pyg/NACA1313_aoa_12.0.pt,8048,18332
186,14,NACA1313,train,13.0,NACA1313/dataset_pyg/NACA1313_aoa_13.0.pt,8048,18332
187,14,NACA1313,train,2.0,NACA1313/dataset_pyg/NACA1313_aoa_2.0.pt,8048,18332
188,14,NACA1313,train,3.0,NACA1313/dataset_pyg/NACA1313_aoa_3.0.pt,8048,18332
189,14,NACA1313,train,4.0,NACA1313/dataset_pyg/NACA1313_aoa_4.0.pt,8048,18332
190,14,NACA1313,train,5.0,NACA1313/dataset_pyg/NACA1313_aoa_5.0.pt,8048,18332
191,14,NACA1313,train,6.0,NACA1313/dataset_pyg/NACA1313_aoa_6.0.pt,8048,18332
192,14,NACA1313,train,7.0,NACA1313/dataset_pyg/NACA1313_aoa_7.0.pt,8048,18332
193,14,NACA1313,train,8.0,NACA1313/dataset_pyg/NACA1313_aoa_8.0.pt,8048,18332
194,14,NACA1313,train,9.0,NACA1313/dataset_pyg/NACA1313_aoa_9.0.pt,8048,18332
195,15,NACA1314,validation,1.0,NACA1314/dataset_pyg/NACA1314_aoa_1.0.pt,8048,18332
196,15,NACA1314,validation,10.0,NACA1314/dataset_pyg/NACA1314_aoa_10.0.pt,8048,18332
197,15,NACA1314,validation,11.0,NACA1314/dataset_pyg/NACA1314_aoa_11.0.pt,8048,18332
198,15,NACA1314,validation,12.0,NACA1314/dataset_pyg/NACA1314_aoa_12.0.pt,8048,18332
199,15,NACA1314,validation,13.0,NACA1314/dataset_pyg/NACA1314_aoa_13.0.pt,8048,18332
200,15,NACA1314,validation,2.0,NACA1314/dataset_pyg/NACA1314_aoa_2.0.pt,8048,18332
201,15,NACA1314,validation,3.0,NACA1314/dataset_pyg/NACA1314_aoa_3.0.pt,8048,18332
202,15,NACA1314,validation,4.0,NACA1314/dataset_pyg/NACA1314_aoa_4.0.pt,8048,18332
203,15,NACA1314,validation,5.0,NACA1314/dataset_pyg/NACA1314_aoa_5.0.pt,8048,18332
204,15,NACA1314,validation,6.0,NACA1314/dataset_pyg/NACA1314_aoa_6.0.pt,8048,18332
205,15,NACA1314,validation,7.0,NACA1314/dataset_pyg/NACA1314_aoa_7.0.pt,8048,18332
206,15,NACA1314,validation,8.0,NACA1314/dataset_pyg/NACA1314_aoa_8.0.pt,8048,18332
207,15,NACA1314,validation,9.0,NACA1314/dataset_pyg/NACA1314_aoa_9.0.pt,8048,18332
208,16,NACA1315,train,1.0,NACA1315/dataset_pyg/NACA1315_aoa_1.0.pt,8059,18365
209,16,NACA1315,train,10.0,NACA1315/dataset_pyg/NACA1315_aoa_10.0.pt,8059,18365
210,16,NACA1315,train,11.0,NACA1315/dataset_pyg/NACA1315_aoa_11.0.pt,8059,18365
211,16,NACA1315,train,12.0,NACA1315/dataset_pyg/NACA1315_aoa_12.0.pt,8059,18365
212,16,NACA1315,train,13.0,NACA1315/dataset_pyg/NACA1315_aoa_13.0.pt,8059,18365
213,16,NACA1315,train,2.0,NACA1315/dataset_pyg/NACA1315_aoa_2.0.pt,8059,18365
214,16,NACA1315,train,3.0,NACA1315/dataset_pyg/NACA1315_aoa_3.0.pt,8059,18365
215,16,NACA1315,train,4.0,NACA1315/dataset_pyg/NACA1315_aoa_4.0.pt,8059,18365
216,16,NACA1315,train,5.0,NACA1315/dataset_pyg/NACA1315_aoa_5.0.pt,8059,18365
217,16,NACA1315,train,6.0,NACA1315/dataset_pyg/NACA1315_aoa_6.0.pt,8059,18365
218,16,NACA1315,train,7.0,NACA1315/dataset_pyg/NACA1315_aoa_7.0.pt,8059,18365
219,16,NACA1315,train,8.0,NACA1315/dataset_pyg/NACA1315_aoa_8.0.pt,8059,18365
220,16,NACA1315,train,9.0,NACA1315/dataset_pyg/NACA1315_aoa_9.0.pt,8059,18365
221,17,NACA1316,train,1.0,NACA1316/dataset_pyg/NACA1316_aoa_1.0.pt,8049,18335
222,17,NACA1316,train,10.0,NACA1316/dataset_pyg/NACA1316_aoa_10.0.pt,8049,18335
223,17,NACA1316,train,11.0,NACA1316/dataset_pyg/NACA1316_aoa_11.0.pt,8049,18335
224,17,NACA1316,train,12.0,NACA1316/dataset_pyg/NACA1316_aoa_12.0.pt,8049,18335
225,17,NACA1316,train,13.0,NACA1316/dataset_pyg/NACA1316_aoa_13.0.pt,8049,18335
226,17,NACA1316,train,2.0,NACA1316/dataset_pyg/NACA1316_aoa_2.0.pt,8049,18335
227,17,NACA1316,train,3.0,NACA1316/dataset_pyg/NACA1316_aoa_3.0.pt,8049,18335
228,17,NACA1316,train,4.0,NACA1316/dataset_pyg/NACA1316_aoa_4.0.pt,8049,18335
229,17,NACA1316,train,5.0,NACA1316/dataset_pyg/NACA1316_aoa_5.0.pt,8049,18335
230,17,NACA1316,train,6.0,NACA1316/dataset_pyg/NACA1316_aoa_6.0.pt,8049,18335
231,17,NACA1316,train,7.0,NACA1316/dataset_pyg/NACA1316_aoa_7.0.pt,8049,18335
232,17,NACA1316,train,8.0,NACA1316/dataset_pyg/NACA1316_aoa_8.0.pt,8049,18335
233,17,NACA1316,train,9.0,NACA1316/dataset_pyg/NACA1316_aoa_9.0.pt,8049,18335
234,18,NACA1317,train,1.0,NACA1317/dataset_pyg/NACA1317_aoa_1.0.pt,8052,18344
235,18,NACA1317,train,10.0,NACA1317/dataset_pyg/NACA1317_aoa_10.0.pt,8052,18344
236,18,NACA1317,train,11.0,NACA1317/dataset_pyg/NACA1317_aoa_11.0.pt,8052,18344
237,18,NACA1317,train,12.0,NACA1317/dataset_pyg/NACA1317_aoa_12.0.pt,8052,18344
238,18,NACA1317,train,13.0,NACA1317/dataset_pyg/NACA1317_aoa_13.0.pt,8052,18344
239,18,NACA1317,train,2.0,NACA1317/dataset_pyg/NACA1317_aoa_2.0.pt,8052,18344
240,18,NACA1317,train,3.0,NACA1317/dataset_pyg/NACA1317_aoa_3.0.pt,8052,18344
241,18,NACA1317,train,4.0,NACA1317/dataset_pyg/NACA1317_aoa_4.0.pt,8052,18344
242,18,NACA1317,train,5.0,NACA1317/dataset_pyg/NACA1317_aoa_5.0.pt,8052,18344
243,18,NACA1317,train,6.0,NACA1317/dataset_pyg/NACA1317_aoa_6.0.pt,8052,18344
244,18,NACA1317,train,7.0,NACA1317/dataset_pyg/NACA1317_aoa_7.0.pt,8052,18344
245,18,NACA1317,train,8.0,NACA1317/dataset_pyg/NACA1317_aoa_8.0.pt,8052,18344
246,18,NACA1317,train,9.0,NACA1317/dataset_pyg/NACA1317_aoa_9.0.pt,8052,18344
247,19,NACA1318,train,1.0,NACA1318/dataset_pyg/NACA1318_aoa_1.0.pt,8050,18338
248,19,NACA1318,train,10.0,NACA1318/dataset_pyg/NACA1318_aoa_10.0.pt,8050,18338
249,19,NACA1318,train,11.0,NACA1318/dataset_pyg/NACA1318_aoa_11.0.pt,8050,18338
250,19,NACA1318,train,12.0,NACA1318/dataset_pyg/NACA1318_aoa_12.0.pt,8050,18338
251,19,NACA1318,train,13.0,NACA1318/dataset_pyg/NACA1318_aoa_13.0.pt,8050,18338
252,19,NACA1318,train,2.0,NACA1318/dataset_pyg/NACA1318_aoa_2.0.pt,8050,18338
253,19,NACA1318,train,3.0,NACA1318/dataset_pyg/NACA1318_aoa_3.0.pt,8050,18338
254,19,NACA1318,train,4.0,NACA1318/dataset_pyg/NACA1318_aoa_4.0.pt,8050,18338
255,19,NACA1318,train,5.0,NACA1318/dataset_pyg/NACA1318_aoa_5.0.pt,8050,18338
256,19,NACA1318,train,6.0,NACA1318/dataset_pyg/NACA1318_aoa_6.0.pt,8050,18338
257,19,NACA1318,train,7.0,NACA1318/dataset_pyg/NACA1318_aoa_7.0.pt,8050,18338
258,19,NACA1318,train,8.0,NACA1318/dataset_pyg/NACA1318_aoa_8.0.pt,8050,18338
259,19,NACA1318,train,9.0,NACA1318/dataset_pyg/NACA1318_aoa_9.0.pt,8050,18338
260,20,NACA1319,train,1.0,NACA1319/dataset_pyg/NACA1319_aoa_1.0.pt,8035,18293
